item ID,titles,description,product_type,brand,dietary_considerations,flavor_profile,cost_tier,key_features,categories
14181,Koegel Pickled Bologna 2- Jars 40oz ea,"This product consists of two 40-ounce jars of pickled bologna, a tangy and savory snack made from cured sausage that is preserved in a seasoned brine, perfect for snacking or adding to charcuterie boards.",pickled meats,Koegel,['None'],savory,Low-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Canned and Packaged Foods"
14191,Harney &amp; Sons Fine Teas Peach Iced Tea - 6 / Tin,"A refreshing iced tea blend featuring peach flavor, packaged in a convenient tin for easy storage and preparation.",peach iced tea,Harney & Sons,"['Non-GMO', 'Gluten-Free']",sweet,Medium-Cost,"['shelf-stable', 'ready-to-drink']","Beverages, Coffee/Tea"
14212,MANINIS Ancient Grains Gluten Free Rustic Multigrain Bread Mix (5lb bag),A gluten-free baking mix made with ancient grains designed for crafting rustic multigrain bread at home.,bread mix,MANINIS,"['Gluten-Free', 'Ancient Grains']",nutty,Medium-Cost,"['requires preparation', 'shelf-stable']","Cooking Ingredients, Health Foods"
14215,Paleo -Almond Thin Crackers (Low Carb),"These low-carb crackers are made primarily from almonds, offering a crunchy and nutritious snack option suitable for paleo diets.",almond crackers,none,"['Low-Carb', 'Paleo']",nutty,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Health Foods, Dietary Specific Items"
14226,Marmite Yeast Extract 500g 2-pack.,"A 500g two-pack of a savory, spreadable yeast extract known for its rich, umami flavor, often enjoyed on toast or used as a flavor enhancer in various dishes.",yeast extract spread,Marmite,"['Vegan', 'Low-Sodium']",umami,Medium-Cost,"['shelf-stable', 'ready-to-eat']","Canned and Packaged Foods, Condiments and Sauces"
14251,Charleston Chews Snack Size: 120Count,"A bulk pack of bite-sized chocolate-covered nougat candy bars with a chewy texture, perfect for sharing or on-the-go snacking.",chocolate nougat candy bar,none,[],sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'bulk packaging']","Snacks, Sweets and Desserts"
14266,"Schar Crackers Cheese Bites Gluten Free, 4.4-Ounces (Pack of 3)",A gluten-free snack featuring crispy cheese-flavored crackers packaged in a convenient multi-pack.,cheese crackers,Schar,['Gluten-Free'],savory,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'multi-pack']","Snacks, Dietary Specific Items"
14275,"Amy's Organic Vegetable Barley Soup, Low Fat, 14.1-Ounce Cans (Pack of 12)","A pack of 12 low-fat vegetable barley soups in 14.1-ounce cans, offering a nutritious and convenient meal option.",vegetable barley soup,Amy's,"['Organic', 'Low Fat']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Health Foods, Canned and Packaged Foods, Health-Conscious Options, Prepared and Ready-Made Meals"
14284,Sixlets Christmas Candies 4.5 oz,"Colorful, round chocolate-flavored candies coated in a crunchy candy shell, perfect for holiday treats and festive celebrations.",chocolate candy,none,[],sweet,Low-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
14295,"Nature's Path Organic Mesa Sunrise Cereal, 26.4-Ounce Bags (Pack of 6)","A pack of six bags containing organic cold cereal made from a blend of whole grains and seeds, designed for a nutritious breakfast option.",organic breakfast cereal,Nature's Path,"['Organic', 'Non-GMO', 'High in Fiber']",nutty,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'multi-pack']","Breakfast Foods, Health Foods"
14297,"Knorr Mi Arroz Rice Seasoning Mix, Red, 0.23 Pound (Pack of 24)","A convenient seasoning mix designed to enhance the flavor of rice dishes, available in a bulk pack for frequent use.",rice seasoning mix,Knorr,['None'],savory,Medium-Cost,"['shelf-stable', 'requires no cooking', 'bulk pack']",Cooking Ingredients
14302,Mullu Tenkuzhal,"A traditional Indian snack, this is a crunchy, spiral-shaped rice flour snack often enjoyed with tea or as a savory treat.",rice flour snack,none,"['Gluten-Free', 'Vegetarian']",savory,Low-Cost,"['ready-to-eat', 'shelf-stable']",Snacks
14311,"Bob's Red Mill Organic Oats Rolled Regular, 32-Ounce (Pack of 4)","This product consists of four 32-ounce packages of organic rolled oats, ideal for preparing oatmeal or incorporating into various recipes.",rolled oats,Bob's Red Mill,"['Organic', 'Gluten-Free', 'Vegan']",nutty,Medium-Cost,"['requires cooking', 'shelf-stable']","Cooking Ingredients, Breakfast Foods, Grains and Pasta"
14327,"Pretzel Salt, 1 lb.","This one-pound package contains coarse salt specifically used to season pretzels, enhancing their flavor and providing a traditional crunchy texture.",pretzel salt,none,"['Non-GMO', 'Gluten-Free']",salty,Low-Cost,"['shelf-stable', 'ready-to-use']",Cooking Ingredients
14330,"Tea Forte Skin Smart Loose Tea Canister-Lychee Coconut, 3.5 oz, 50 servings","A loose leaf tea blend featuring lychee and coconut flavors, packaged in a 3.5 oz canister and providing approximately 50 servings.",loose leaf tea,Tea Forte,['None'],sweet and tropical,High-Cost,"['requires brewing', 'loose leaf']","Beverages, Coffee/Tea"
14355,"Kirkland Signature Super XL VA Peanuts, 40 Ounce","A large 40-ounce bag of premium Virginia peanuts, ideal for snacking, baking, or adding to various dishes.",Virginia peanuts,Kirkland Signature,"['Gluten-Free', 'Non-GMO']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Nuts and Seeds"
14356,"Frontier Chamomile Flowers, German Whole (double Cleaned), 16 Ounce Bag","This product contains high-quality, whole German chamomile flowers, meticulously cleaned and packaged for brewing calming herbal tea.",herbal tea flowers,Frontier,"['Non-GMO', 'Caffeine-Free', 'Organic']",floral,Medium-Cost,"['double cleaned', 'shelf-stable', 'brewing']","Beverages, Health Foods"
14373,"Dr. McDougall's Right Foods Asian Entree, Soy Ginger Noodle, 1.9-Ounce Packages (Pack of 6)","This product is a set of six individual packages containing a soy ginger-flavored noodle dish, designed for a quick and convenient meal option inspired by Asian cuisine.",prepared noodle dish,Dr. McDougall's Right Foods,"['Health-Conscious', 'Vegan', 'Low-Sodium']",savory,Medium-Cost,"['ready-to-eat', 'single-serving', 'shelf-stable']","Grains and Pasta, Health-Conscious Options, Prepared and Ready-Made Meals, Ethnic and Specialty Foods"
14376,Morinaga Hi -Chew Assorted Flavored 17.64 oz 100+ Individually Wrapped Fruit Chews Mango Grape Strawberry Green Apple,"A bag of assorted fruit-flavored chewy candies featuring mango, grape, strawberry, and green apple, individually wrapped for convenience.",chewy candy,Morinaga,['Non-GMO'],sweet,Medium-Cost,"['individually wrapped', 'shelf-stable']","Snacks, Sweets and Desserts"
14377,"Bob's Red Mill Granola, Crunchy Coconut, 18-Ounce Units (Pack of 4)","A pack of four 18-ounce bags of crunchy granola featuring coconut, perfect for a delicious and nutritious breakfast or snack option.",coconut granola,Bob's Red Mill,"['Non-GMO', 'Gluten-Free']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable', 'multi-pack']","Snacks, Breakfast Foods, Health Foods"
14402,"TRADITION Vegetable Style - Cup, 2.47-Ounce Cup (Pack of 12)","This product is a convenient pack of vegetable-flavored broth cups, ideal for quick soup preparation or as a base for noodle soups.",vegetable broth cup,TRADITION,"['Vegan', 'Low-Sodium']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Cooking Ingredients, Health Foods, Canned and Packaged Foods, Health-Conscious Options"
14424,"McCormick Beef and Herb (Herb Brown) Gravy, 1-Ounce (Pack of 12)","A convenient pack of ready-to-use beef gravy infused with herbs, ideal for enhancing the flavor of various meat dishes.",beef gravy,McCormick,['Non-GMO'],savory,Medium-Cost,"['ready-to-use', 'shelf-stable']",Cooking Ingredients
14489,Natural Raw Almonds (4 Pound Bag),"A 4-pound bag of unprocessed almonds, perfect for snacking, baking, or adding to various dishes for a nutritious boost.",raw almonds,none,"['Vegan', 'Gluten-Free', 'Non-GMO']",nutty,Medium-Cost,"['raw', 'shelf-stable', 'versatile']","Snacks, Cooking Ingredients, Health Foods, Nuts and Seeds, Health-Conscious Options"
14492,Sushi Rice Japanese style - 5 lb,"This product is a 5-pound bag of short-grain rice specifically cultivated for making sushi, providing the ideal texture and stickiness needed for authentic Japanese dishes.",sushi rice,none,['Gluten-Free'],mildly sweet,Medium-Cost,"['requires cooking', 'shelf-stable']","Cooking Ingredients, Specialty Foods"
14510,Nielsen-Massey 32 oz. Madagascar Bourbon Pure Vanilla Extract.,"This is a high-quality vanilla extract sourced from Madagascar bourbon vanilla beans, ideal for enhancing the flavor of baked goods, desserts, and various culinary dishes.",vanilla extract,Nielsen-Massey,"['Gluten-Free', 'Non-GMO']","rich, creamy, sweet",High-Cost,"['shelf-stable', 'concentrated flavoring agent']",Cooking Ingredients
14530,Timothy's World Coffee Parisian Nights K-Cup (24 count),"A box of 24 single-serve coffee pods featuring a rich, French-inspired blend designed for use in K-Cup brewing systems.",coffee pod,Timothy's World Coffee,"['Gluten-Free', 'Vegan']",rich,Medium-Cost,"['single-serving', 'compatible with K-Cup systems']",Coffee/Tea
14563,"Loma Linda Linketts, 20-Ounce Cans (Pack of 12)","A pack of 12 canned vegetarian sausages made from plant-based ingredients, suitable for quick meals or as a meat substitute in various dishes.",vegetarian sausages,Loma Linda,"['Vegan', 'Non-GMO']",savory,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Health Foods, Canned and Packaged Foods, Dietary Specific Items"
14569,"Land O Lakes, Cocoa Mix Classic Mint, 1.25-Ounce (12 Pack)",A convenient pack of classic mint cocoa mix designed for easy preparation of a delicious mint-flavored hot chocolate beverage.,mint cocoa mix,Land O Lakes,[],sweet,Medium-Cost,"['ready-to-eat', 'single-serving']",Beverages
14572,Tiparos Fish Sauce,"A savory condiment made from fermented fish, commonly used in Asian cuisine to enhance flavor in dishes and sauces.",fish sauce,Tiparos,['Gluten-Free'],umami,Low-Cost,"['shelf-stable', 'ready-to-use']","Condiments and Sauces, Ethnic and Specialty Foods"
14590,"Snapz Apple Chips Plain, 0.7-Ounce (Pack of 12)","Crispy, all-natural apple chips made from dried apples, packaged in convenient 0.7-ounce bags, perfect for a healthy snack on-the-go.",apple chips,Snapz,"['Gluten-Free', 'Vegan', 'Non-GMO']",sweet,Medium-Cost,"['ready-to-eat', 'single-serving', 'shelf-stable']","Snacks, Dried and Preserved Foods"
14627,"Hodgson Mill Wholesome Potato Bread Mix, 16-Ounce Boxes (Pack of 6)","A convenient mix for making wholesome potato bread at home, packaged in six 16-ounce boxes.",potato bread mix,Hodgson Mill,['Wholesome'],mild,Medium-Cost,"['requires cooking', 'shelf-stable']",Cooking Ingredients
14636,Mariani Premium Mixed Fruit Plus! 2.25lbs,"A blend of assorted dried fruits, this product offers a nutritious and convenient snack option packed with natural sweetness and flavor.",dried fruit mix,Mariani,"['Non-GMO', 'Gluten-Free']",sweet,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Dried and Preserved Foods"
14639,"Albanese Gummi Bears, Black Cherry, 5 Pound","These are soft and chewy gummy candies in a black cherry flavor, packaged in a convenient 5-pound bulk size.",gummy candy,Albanese,['None'],sweet,Medium-Cost,"['soft and chewy', 'bulk packaging', 'shelf-stable']",Sweets and Desserts
14688,Batchelors Mushy Peas 300g,"A convenient canned product featuring soft, cooked green peas, ideal for adding to meals as a side dish or incorporating into recipes for a quick nutritional boost.",canned peas,Batchelors,"['Low-Calorie', 'High-Fiber']",savory,Low-Cost,"['ready-to-eat', 'shelf-stable']","Health Foods, Canned and Packaged Foods, Vegetables and Beans"
14696,"Omega Nutrition Certified Organic Apple Cider Vinegar, 12-Ounces","This product is a 12-ounce bottle of certified organic apple cider vinegar, commonly used in cooking, salad dressings, and health remedies.",apple cider vinegar,Omega Nutrition,"['Organic', 'Vegan', 'Non-GMO']",tart,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Health Foods"
14701,"Chimes Peanut Butter Ginger Chews, 5-Ounce Bag","These are chewy candies made with ginger and peanut butter, offering a unique blend of spicy and nutty flavors in a convenient 5-ounce bag.",chewy candy,Chimes,['None'],spicy,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Sweets and Desserts, Nuts and Seeds"
14726,Kashi 7 Whole Grain Pilaf (3x19.5 Oz.),"A nutritious blend of seven whole grains, this product offers a hearty and wholesome base for breakfast or side dishes.",whole grain pilaf,Kashi,"['Whole Grain', 'Non-GMO']",nutty,Medium-Cost,"['requires cooking', 'shelf-stable']","Breakfast Foods, Health Foods, Grains and Pasta"
14737,Drake's Cakes Coffee Cake 2 boxes,"This product consists of two boxes of soft, moist coffee cakes, ideal for enjoying with coffee or as a sweet snack.",coffee cake,Drake's Cakes,['none'],sweet,Low-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Sweets and Desserts"
14754,"Teas' Tea Unsweetened Green White Tea, 16.9-Ounce Bottles (Pack of 12)","A refreshing pack of 12 bottles containing unsweetened green and white tea, perfect for a healthy and hydrating beverage option.",bottled tea,Teas' Tea,"['Low-Calorie', 'Non-GMO', 'Vegan']",light and herbaceous,Medium-Cost,"['ready-to-drink', 'shelf-stable', 'single-serving']","Beverages, Health Foods, Coffee/Tea, Health-Conscious Options"
14764,"Spicy World Almonds Whole (Natural and Raw), 4 Pound","These are natural and raw whole almonds, seasoned with a spicy flavor, packaged in a 4-pound bag for versatile snacking or cooking use.",spicy almonds,Spicy World,"['Raw', 'Gluten-Free', 'Vegan']",spicy,Medium-Cost,"['ready-to-eat', 'shelf-stable']","Snacks, Nuts and Seeds"
14774,"Ghost Chili Powder 1/2oz - Organic, Authentic Indian Bhut Jolokia - 100% Satisfactions Guarantee","This organic chili powder, made from authentic Indian Bhut Jolokia peppers, delivers intense heat and rich flavor for enhancing a variety of dishes.",spicy seasoning,none,['Organic'],spicy,Medium-Cost,"['shelf-stable', 'ready-to-use']","Cooking Ingredients, Ethnic and Specialty Foods"
14776,"Side Mates Pearl Couscous ,The Original, 7 Ounce (Pack of 8)","This product consists of eight 7-ounce packs of pearl couscous, a versatile grain that cooks quickly and can be used in salads, side dishes, or as a base for various meals.",pearl couscous,Side Mates,['Vegetarian'],neutral,Medium-Cost,"['requires cooking', 'shelf-stable', 'versatile']","Cooking Ingredients, Grains and Pasta"
14796,Wissotzky Tea Cinnamon Magic - 20 Tea Bags,"A fragrant blend of black tea infused with cinnamon, packaged in 20 convenient tea bags for easy brewing.",flavored black tea,Wissotzky Tea,"['Gluten-Free', 'Vegan']",spicy,Medium-Cost,"['single-serving', 'easy brewing']","Beverages, Coffee/Tea"
14809,"GoNaturally Organic Honey Gluten Free Hard Candies, 3.5-Ounce Bags (Pack of 6)","These are organic hard candies made with honey, designed to be gluten-free, and come in a convenient pack of six 3.5-ounce bags.",hard candies,GoNaturally,"['Organic', 'Gluten-Free']",sweet,Medium-Cost,"['shelf-stable', 'convenient packaging']","Sweets and Desserts, Health Foods, Health-Conscious Options"
14821,32 Count - Green Mountain Caramel Vanilla Cream Vue Cup For Keurig Vue Brewers,"This product includes 32 single-serve coffee pods featuring a blend of caramel and vanilla flavors, designed for use with Keurig Vue brewers.",flavored coffee pod,Green Mountain Coffee Roasters,['none'],sweet,Medium-Cost,"['single-serving', 'compatible with Keurig Vue brewers']","Beverages, Coffee/Tea"
