item ID,titles,description,product_type,brand,design_focus,target_user,cost_tier,key_features,categories
34038,"Magnum DC-2 Steel Toe Cotton Crew Sock, 3 Pair Pack (Black)","A pack of three durable black crew socks designed with steel toe protection, ideal for active men needing comfort and safety in their footwear.",crew sock,Magnum,Functional,Men's,Medium-Cost,"['steel toe protection', 'durable construction', 'cotton material', 'crew length', 'pack of three pairs']","Footwear, Activewear and Sportswear"
34088,Leveret &quot;Gift Box&quot; 2 Piece Pajama 100% Cotton (Size 6M-5T) *Christmas Collection*,"This is a two-piece pajama set made of 100% cotton, designed for children aged 6 months to 5 years, featuring a festive Christmas theme and packaged as a gift box.",two-piece pajama set,Leveret,Comfort,Kids,Medium-Cost,"['100% cotton material', 'Christmas-themed design', 'Gift box packaging', 'Suitable for ages 6M-5T', 'Two-piece set']","Baby and Kids Clothing, Seasonal and Thematic Products, Children's Items"
34089,8MM Matte Finish Stainless Steel Ring Wedding Band with CZ sizes 7 to 12,"This is a durable wedding band made of matte finish stainless steel, featuring a width of 8MM and available in sizes 7 to 12, adorned with cubic zirconia for added elegance.",wedding band,none,Durable and Elegant,Unisex,Medium-Cost,"['matte finish', 'stainless steel', '8MM width', 'cubic zirconia', 'sizes 7 to 12']",Accessories
34119,New Balance Women's WT1010 Minimus Trail Shoe,"This is a lightweight, minimalist trail running shoe designed specifically for women, offering comfort and support for outdoor activities.",trail running shoe,New Balance,Functional,Women's,Medium-Cost,"['lightweight construction', 'minimalist design', 'comfort for outdoor activities', 'supportive fit', 'traction for various terrains']","Footwear, Activewear and Sportswear"
34146,PattyBoutik Stylish V Neck Cut Out Cold Shoulder Slit Long Sleeve Party Knit Top,"This top features a stylish V-neck design with cut-out cold shoulder details and long sleeves, making it a fashionable choice for parties or casual outings.",Knit Top,PattyBoutik,Fashion-forward,Women's,Medium-Cost,"['V-neck design', 'Cut-out cold shoulder details', 'Long sleeves', 'Slit design', 'Knit fabric']",Clothing
34167,Lunaire NY Strapless Underwire Bra,"This is a strapless underwire bra designed to provide support and lift while remaining discreet under clothing, suitable for various outfits.",strapless underwire bra,Lunaire NY,Functional,Women's,Medium-Cost,"['underwire support', 'strapless design', 'discreet under clothing', 'comfortable fit', 'variety of sizes']",Lingerie and Underwear
34212,Geneva Brown with Gold Women's Faux Chronograph Silicone Rubber Jelly Watch with CZ Crystal Rhinestones Face Bling Bezel-BrownGold,"This is a stylish women's watch featuring a brown silicone rubber band, a gold-tone faux chronograph face, and a bezel adorned with CZ crystal rhinestones.",women's watch,Geneva,Fashion-forward,Women's,Medium-Cost,"['silicone rubber band', 'gold-tone faux chronograph face', 'CZ crystal rhinestones bezel']",Accessories
34344,Fashion Accessories Trial Order New Quartz Fashion Leather Bracelet Lady Woman Wrist Watch Brown,"This is a stylish brown leather wrist watch designed for women, featuring a quartz movement for accurate timekeeping and a fashionable accessory appeal.",fashion watch,none,Fashion-forward,Women's,Medium-Cost,"['Quartz movement', 'Leather strap', 'Stylish design', ""Women's fashion accessory""]",Fashion Accessories
34377,Yelete Solid Color Seamless Heavyweight Fleece Legging Multiple Colors,"These are heavyweight fleece leggings designed for women, offering a seamless construction and available in various solid colors for comfort and style.",fleece leggings,Yelete,Comfort,Women's,Medium-Cost,"['heavyweight fleece', 'seamless construction', 'multiple solid colors', 'activewear suitable', 'comfortable fit']","Activewear and Sportswear, Clothing"
34470,Black Agate Stone Plugs - 00g - 10mm - Sold As a Pair,"These are 10mm black agate stone plugs designed for ear piercings, sold as a pair.",ear plugs,none,Fashion-forward,Unisex,Medium-Cost,"['made from natural black agate stone', 'size of 10mm (00g)', 'sold as a pair', 'suitable for ear piercings', 'unique design due to natural stone material']","Accessories, Fashion Accessories"
34488,Hello Kitty Head Shaped Pendant Charm Necklace Chain,"A whimsical necklace featuring a charm shaped like the iconic Hello Kitty character, designed for both women and girls.",charm necklace,none,Fashion-forward,Women and Girls,Medium-Cost,"['Hello Kitty charm', 'lightweight design', 'casual wear']","Accessories, Fashion Accessories"
34499,Emperia Women's Boho Bag with Luxury Hardware Rings,"A stylish shoulder bag designed for women, featuring bohemian-inspired aesthetics and luxury hardware rings for added elegance.",boho shoulder bag,none,Fashion-forward,Women's,High-Cost,"['bohemian-inspired design', 'luxury hardware rings', 'shoulder bag style']","Accessories, Carrying Items"
34557,J.TOMSON Womens V-Neck Button Down Cardigan,"This women's cardigan features a V-neck design and button-down front, making it a versatile layering piece for various outfits.",button-down cardigan,J.TOMSON,Fashion-forward,Women's,Medium-Cost,"['V-neck design', 'button-down front', 'soft fabric', 'lightweight', 'versatile layering piece']",Clothing
34560,Cherokee Women's Workwear Scrubs Tie Back Mock Wrap Tunic,"This is a women's mock wrap tunic designed for medical professionals, featuring a tie-back closure for adjustable fit and comfort while wearing scrubs.",mock wrap tunic,Cherokee,Functional,Women's,Medium-Cost,"['tie-back closure', 'mock wrap design', 'comfortable fit', 'durable fabric', 'easy to clean']",Clothing
34610,LaLaMa Yoga Comfort Wirefree Push Up Sports Bra,"A wire-free sports bra designed for comfort and support during yoga and other physical activities, featuring a push-up design for enhanced shape.",wire-free sports bra,LaLaMa,Comfort,Women's,Medium-Cost,"['wire-free design', 'push-up support', 'comfort-focused construction', 'suitable for yoga and physical activities', 'enhanced shape']","Lingerie and Underwear, Activewear and Sportswear"
34664,2 Pcs of 925 Sterling Silver Focal Round Stopper With Rubber Bead For European Story Charm Bracelets,This product includes two round silver stoppers with rubber beads designed to secure charms on European-style bracelets.,charm bracelet accessories,none,Functional,Unisex,Medium-Cost,"['made of 925 sterling silver', 'includes rubber beads for secure charm placement', 'designed for European-style charm bracelets', 'lightweight and easy to use', 'durable material']","Accessories, Fashion Accessories"
34719,Allegra K Women Off Shoulder Design Leopard Prints Smocked Hem 3/4 Sleeve Top,"This off-shoulder top features a leopard print design, a smocked hem, and 3/4 sleeves, offering a stylish and trendy look for women.",off-shoulder top,Allegra K,Fashion-forward,Women's,Medium-Cost,"['off-shoulder design', 'leopard print pattern', 'smocked hem', '3/4 sleeves']",Clothing
34733,Diamond Accent Crystal Cluster Flower Clip-on Earrings,"These earrings feature a cluster of sparkling crystals designed in a flower shape, secured with a clip-on backing for easy wear.",clip-on earrings,none,Fashion-forward,Women's,Medium-Cost,"['clip-on backing', 'sparkling crystals', 'flower shape design', 'lightweight construction', 'versatile for various occasions']","Accessories, Fashion Accessories"
34750,Vince Camuto Women's Emera Gladiator Sandal,"This women's sandal features a gladiator design with stylish straps, perfect for warm weather and casual outings.",gladiator sandal,Vince Camuto,Fashion-forward,Women's,Medium-Cost,"['stylish straps', 'open-toe design', 'adjustable fit', 'lightweight construction', 'casual style']",Footwear
34753,Volcom Women's Simply Solid 11 Inch Boardshorts,"These women's boardshorts feature an 11-inch inseam, designed for comfort and flexibility during water activities.",boardshorts,Volcom,Functional,Women's,Medium-Cost,"['11-inch inseam', 'quick-drying', 'stretch fabric', 'water-resistant', 'comfortable fit']",Activewear and Sportswear
34755,Kitestrings Boys 2-7 Little Pintucked Fine Wale Corduroy Pant,"These corduroy pants are tailored for young boys aged 2-7, featuring a pintucked design for a stylish yet comfortable fit.",corduroy pants,Kitestrings,Fashion-forward,Kids,Medium-Cost,"['pintucked design', 'fine wale corduroy fabric', 'comfortable fit', 'durable', 'easy to clean']","Baby and Kids Clothing, Clothing"
34877,Ollio Women's Platform Shoe Faux Suede Stiletto Leopard High Heels Multi Color Pump,"These high-heeled pumps feature a faux suede leopard print design with a platform sole and stiletto heel, ideal for adding a bold touch to any outfit.",high heel pump,Ollio,Fashion-forward,Women's,Medium-Cost,"['faux suede', 'leopard print', 'platform sole', 'stiletto heel', 'multi-color design']",Footwear
35013,Nine West Women's Lupetto Wedge Pump,"This is a stylish women's wedge pump designed by Nine West, featuring a comfortable elevated heel ideal for both casual and formal occasions.",wedge pump,Nine West,Fashion-forward,Women's,Medium-Cost,"['elevated heel', 'comfortable fit', 'versatile design', 'stylish appearance']",Footwear
35077,Natori Women's Charmeuse Essential Robe,"This elegant robe is made from soft charmeuse fabric, designed for women to provide comfort and luxury for lounging or relaxing at home.",charmeuse robe,Natori,Comfort and Luxury,Women's,Medium-Cost,"['soft charmeuse fabric', 'elegant design', 'suitable for lounging', 'comfortable fit', 'luxurious feel']",Lingerie and Underwear
35137,"Mens Pants - Vintage Cargo Paratrooper Fatigues, Brown by Rothco","These brown cargo pants feature a vintage paratrooper design, combining military style with functionality for everyday wear.",cargo pants,Rothco,Functional,Men's,Medium-Cost,"['vintage design', 'cargo pockets', 'military style', 'durable fabric', 'versatile for everyday wear']","Activewear and Sportswear, Clothing"
35142,"Disney Cuddly Bodysuit, Wrap Front-  Drop Needle, White, 0-3 Months","This is a white, wrap-front bodysuit designed for infants aged 0-3 months, featuring a cuddly Disney theme and a drop needle design for easy dressing.",Wrap Bodysuit,Disney,Comfort,Kids,Medium-Cost,"['Wrap front design', 'Drop needle design', 'Cuddly Disney theme', 'Easy dressing', 'Suitable for 0-3 months']","Baby and Kids Clothing, Children's Items"
35194,Good&amp;god Men's Big Face Fashion Sport Quartz Wrist Watch Black PU Leather Strap Yellow Dial,"A stylish men's wristwatch featuring a large yellow dial and a black PU leather strap, designed for fashion and everyday wear.",big face watch,Good&amp;god,Fashion-forward,Men's,Medium-Cost,"['large yellow dial', 'black PU leather strap', 'quartz movement', 'fashionable design', 'suitable for everyday wear']","Accessories, Fashion Accessories"
35210,Vivian &amp; Vincent Soft Light Weight Zig Zag Chevron Sheer Infinity Scarf,"This is a lightweight, sheer infinity scarf featuring a zigzag chevron pattern, designed to add a stylish touch to women's outfits.",infinity scarf,Vivian & Vincent,Fashion-forward,Women's,Medium-Cost,"['lightweight', 'sheer', 'zigzag chevron pattern', 'infinity style']","Accessories, Fashion Accessories"
35293,Casio Men's WV58A-1AV,"This is a digital wristwatch designed for men, featuring a sleek black design with multiple functions including timekeeping, alarm, and world time display.",digital wristwatch,Casio,Functional,Men's,Medium-Cost,"['digital display', 'alarm function', 'world time display', 'sleek black design']",Fashion Accessories
35392,"Oakley Women's Compulsive Squared Sunglasses,Polished Black Frame/Grey Lens,one size","These sunglasses feature a polished black frame and grey lenses, designed for women and suitable for various outdoor activities.",sunglasses,Oakley,Functional,Women's,Medium-Cost,"['UV protection', 'Polarized lenses', 'Lightweight frame', 'Durable construction', 'Scratch-resistant lenses']","Accessories, Fashion Accessories"
35524,"Nannette Baby-girls Infant Shangtung Dress With Dot Print, Black, 18 Months","This is a black shantung dress for infant girls featuring a dot print, designed for special occasions and suitable for 18-month-olds.",shantung dress,Nannette,Fashion-forward,Kids,Medium-Cost,"['shantung fabric', 'dot print', 'suitable for special occasions', 'infant size (18 months)']",Baby and Kids Clothing
35530,Sterling Silver Blue Glass and White Simulated Diamond Drop Earrings,"These drop earrings feature a design of blue glass accented with white simulated diamonds set in sterling silver, offering a stylish accessory for various occasions.",drop earrings,none,Fashion-forward,Women's,Medium-Cost,"['made of sterling silver', 'feature blue glass', 'accented with white simulated diamonds', 'drop style design', 'suitable for various occasions']","Accessories, Fashion Accessories"
